0	1	2	3	4	5	6	7	8	9
0.038942866	-0.03697681	0.04829268	0.017252313	0.032464128	0.038569648	0.033584952	-0.02988174	0.011175239	-0.0059916023
-0.014371062	0.047931258	-0.034387924	-0.012014688	-0.0050213323	0.027151067	-0.008978703	0.041331	0.030121371	-0.020751944
-0.044365924	0.04127497	-0.007598618	0.016208407	-0.04700871	-0.01762877	-0.049433082	0.01509452	-0.006921705	-0.046202462
-0.044292543	-0.037478514	0.016856313	0.03517879	0.02115013	-0.009669533	-0.039846696	-0.03819669	-0.044215564	0.006501503
-0.0070720413	0.013678444	-0.00022885263	-0.004918401	-0.011883612	0.026214944	-0.045211717	-0.0046023754	0.043345418	-0.02196644
-0.047901347	-0.03182769	-0.015161874	-0.03476322	0.03792931	0.03816061	-0.04148348	-0.03299819	-0.006399231	0.044452842
-0.008631611	0.0019871905	0.048109386	0.00429264	-0.033747017	-0.028942905	0.029518861	-0.048652813	0.025783312	0.04011832
-0.043435663	0.019649966	0.0067632096	-0.023871284	0.040673044	-0.037118714	-0.0468104	0.02552602	-0.037458386	-0.0006999092
0.02554403	-0.033804998	-0.046675455	-0.00978852	-0.039593894	-0.030811917	0.027992912	0.044483483	-0.00457825	-0.029800734
0.049134046	-0.009787862	-0.015915532	0.03968144	-0.049339227	-0.012352269	-0.04502586	0.012024888	-0.002411341	0.042572286
-0.037689917	0.010227163	0.011950468	-0.031765185	-0.03912612	0.01837983	0.03695233	-6.191923e-05	-0.034183323	-0.031734303
-0.039194424	-0.013816932	0.0020058388	-0.03769298	0.014028242	-0.0492489	0.0046819923	0.03702966	-0.04659967	0.028676594
-0.041194078	0.038271967	-0.04044337	-0.034058064	-0.027084736	0.0029576253	0.03428415	-0.037973255	-0.0013686726	0.016562406
0.009902861	-0.045186512	0.0058123297	-0.02531136	0.03230291	0.015464558	-0.010564486	0.025594044	0.010731005	0.000703847
0.011567914	-0.046831846	-0.0052731107	0.01503265	0.037097357	0.016296126	-0.022202427	0.010010384	-0.040373873	0.03337716
0.011008973	-0.008948	0.013630117	-0.02079544	0.043741494	0.04410399	0.020119537	0.019566264	-0.021752229	-0.02060578
0.006717002	-0.011613747	0.009905005	0.02206138	0.03623722	-0.04562426	0.024386	0.0054964414	0.038387854	-0.008501433
-0.02812889	-0.0061833877	0.009851383	-0.018295713	-0.018713051	-0.0016370474	-0.016237792	0.0362449	-0.04282898	0.03377217
0.0044703116	-0.028121555	0.032025505	0.011441785	-0.041482292	0.031654306	0.024101144	0.041710827	-0.014269727	-0.035071384
-0.04820769	-0.031470064	-0.032287758	0.022888193	-0.043052245	-0.02612898	0.022896005	0.047128722	0.022517296	0.037615616
0.027153729	0.03855714	0.024755346	0.025488948	-0.0033836882	0.041503884	-0.03154308	-0.024493108	-0.027378758	0.0112142265
0.04759995	0.030483305	-0.016665684	0.049897827	0.023015425	0.02633821	-0.0491116	0.020077398	0.048329312	0.04331456
-0.04066074	-0.031427387	0.027214753	0.04444124	0.022353666	-0.009763854	-0.004228254	0.007493796	0.0008543433	-0.020118006
0.04803175	0.033798102	0.013081146	-0.006864914	-0.04363422	-0.006372151	-0.035117082	-0.004964278	0.011949403	0.0137673495
0.027033763	0.021147618	-0.007030195	0.04460163	-0.045978423	-0.025102071	-0.047714725	0.031180078	-0.01353481	-0.004741365
0.020595333	0.0103017995	-0.027816279	0.046315983	-0.04320262	0.016463606	-0.0067246384	0.035964828	0.03958279	-0.031419702
0.047150854	-0.010919819	-0.014243323	0.01575049	-0.044734705	0.043493807	0.049973294	0.043176442	-0.038379576	-0.032400876
-0.045906276	0.039056137	-0.033245765	-0.001041844	-0.022318777	-0.033918746	-0.035671506	0.009839653	-0.042390544	-0.0121082375
0.048766334	-0.040226907	-0.034858204	-0.049102586	0.007795014	0.038584862	-0.021112055	0.0021160366	0.030228904	0.045502912
0.025897438	0.0405215	0.009549433	0.046703327	0.02238547	-0.014371882	-0.03143106	-0.046263337	0.015172378	0.04595224
-0.025556764	0.0044948584	-0.03755623	0.041131023	-0.047478035	0.006623274	0.01141545	-0.02697066	0.013485722	0.0024036025
-0.009406711	0.008284342	0.042013828	0.017015334	-0.04939439	0.03722162	0.045097657	0.025386384	0.031976417	-0.022715494
-0.023060933	-0.029113328	0.039702985	-0.011592274	0.035660714	-0.017128328	0.007482965	0.02495936	-0.02787981	-0.0049072905
0.0136077665	-0.011240546	-0.006779791	-0.030547475	-0.047679007	0.031754177	-0.049750574	-0.02981013	-0.010011702	-0.00038938655
0.0033237447	0.009273184	0.03558621	-0.007686313	-0.049123462	-0.023445705	-0.034927715	0.046357922	-0.029070878	-0.016368208
0.038963083	0.0040112254	0.017293377	0.0045879646	-0.008043339	-0.024362594	0.015233731	0.018335616	0.024721852	-0.032933217
-0.025243856	-0.009578618	0.049864024	-0.032689013	-0.021816518	0.007245202	-0.024583392	0.040356643	-0.040944844	-0.037012607
-0.031364016	-0.027176457	0.0014686498	-0.036541186	-0.0093033435	-0.009273763	0.034039356	0.007924673	0.0074170856	-0.007617906
0.01296262	-0.0076882485	-0.02388514	0.024661645	-0.036123358	-0.01234233	0.018332027	-0.04799921	0.03038127	0.02427124
0.029888643	0.041624993	0.012429208	-0.015566813	-0.0013652332	-0.023831993	-0.003269915	0.018499747	-0.022014976	-0.004573587
-7.424991e-05	-0.031309817	0.008372415	-0.048780594	-0.043658186	0.03046481	0.04875861	-0.029512582	0.044528745	0.004261812
-0.005370171	0.013998225	-0.024053995	0.008372697	0.030097459	-0.0387884	0.039704133	-0.01894261	0.034417402	-0.012818942
-0.019781513	0.029467814	-0.025820425	-0.032116774	-0.033378262	0.00314493	0.046126056	-0.048758045	-0.025131943	-0.020230727
0.0040163295	-0.024911815	-0.0073389723	-0.002596753	-0.038661804	0.03972959	0.04653545	0.03340407	-0.03423332	0.026260467
0.0055147717	-0.0051685185	-0.0022194895	-0.04344044	-0.03675388	0.0472371	0.026212687	-0.043668393	-0.005029116	0.0031383433
0.0061280476	0.04165828	-0.0003699864	0.019018125	-0.045040667	0.038039092	-0.00052166486	-0.024990806	0.018345833	-0.033202622
-0.012764924	0.047844768	-0.044398412	-0.015213201	0.014307399	-0.03933638	-0.006304341	0.00034939364	0.041895706	0.027937103
0.03310918	-0.029440243	-0.031271145	0.019667529	0.047086235	0.030540295	0.035763904	0.049434423	-0.019943185	0.015146159
0.016748074	0.02191752	-0.033837683	-0.028367586	-0.019471167	0.037924282	-0.047498543	-0.04727464	0.030531717	0.042027693
-0.038258404	-0.033933397	0.013205987	0.048739176	-0.042141598	0.0022817873	-0.03459908	-0.021599758	-0.015202164	-0.0011590194
-0.028709687	-0.022158617	-0.02857574	-0.010024995	-0.04396186	0.007977918	0.020794395	0.033721775	-0.015610781	0.01791978
0.047109745	0.032670304	-0.004598142	-0.007130416	0.0462246	-0.032267045	-0.04465526	-0.008835025	0.029957533	-0.0025797687
-0.030764103	0.013454639	-0.034145795	-0.022201132	-0.04730617	0.015458602	0.0083940085	0.017090676	0.040671553	-0.0476084
-0.02908543	-0.037253894	0.025138017	-0.008359922	0.027760604	-0.021229345	0.038614362	-0.02974811	0.031798314	-0.010318405
0.022490336	0.024410555	0.024395602	-0.021280395	0.044671424	-0.007032545	-0.0024348889	0.0025282302	0.047161087	0.015146158
0.021489915	0.009003386	0.019846478	0.04819903	0.013588763	-0.026678469	0.041217066	0.0019104149	0.0011023107	-0.036722433
-0.0068846447	-0.029284663	-0.0072872997	-0.014637657	0.00015751024	-0.018709525	-0.01972498	0.048088178	0.04486717	-0.041105174
0.029059315	0.014459016	-0.02240101	0.046374213	0.01837271	0.033503275	0.012338891	0.00790973	0.03636537	0.041521795
-0.0022009527	-0.03935141	0.019878045	0.019991165	-0.04445583	0.014916869	0.0030229732	-0.028410666	-0.023155138	-0.019116646
0.025211805	0.048903245	-0.026445225	0.04871114	-0.00201958	0.025600927	0.047975272	-0.045746144	-0.048570488	-0.047698487
